,Mean Rewards,Standard error
0,1.4492400884628296,[0.05893767]
1,1.5639801025390625,[0.05836222]
2,1.5572597980499268,[0.0603536]
3,1.520760178565979,[0.05988536]
4,1.5957599878311157,[0.05986486]
5,1.56003999710083,[0.05930251]
6,1.635719895362854,[0.0566067]
7,1.431839942932129,[0.05842252]
8,1.5575801134109497,[0.06349463]
9,1.6224000453948975,[0.05515594]
