,Mean Rewards,Standard error
0,1.5856001377105713,[0.00691087]
1,1.5856001377105713,[0.00422611]
2,1.5759999752044678,[0.00384707]
3,1.589400053024292,[0.00345832]
4,1.5830000638961792,[0.00419523]
5,1.583400011062622,[0.00948999]
6,1.5867999792099,[0.00348426]
7,1.5750000476837158,[0.00279284]
8,1.5884000062942505,[0.01429196]
9,1.5861999988555908,[0.00369323]
10,1.5838000774383545,[0.00439774]
